store_id,store_name,price_range,photo_links,food_rating,service_rating,atmosphere_rating,place,total_aburasoba_count,total_miso_count,total_iekei_count,total_gyokai_count,total_tonkotu_count,total_shio_count,total_tuke_count,total_syouyu_count,total_nibosi_count,total_kazoku_count,total_hitori_count,total_tijin_count,price_max,scene,taste
https://tabelog.com/tokyo/A1305/A130501/13136428/,麺屋 Hulu-lu,～￥999,https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595519.jpg?token=9b5831d&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595701.jpg?token=d7621f2&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595582.jpg?token=5185d2c&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595644.jpg?token=84f9a0b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595886.jpg?token=6866143&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595738.jpg?token=791cd1f&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595931.jpg?token=498e7f2&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595956.jpg?token=68e0a98&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/47595/47595979.jpg?token=1ca3043&api=v2,3.75,3.53,3.69,池袋,0,1,0,1,1,1,1,1,1,1,0,0,1000,['a'],"['B', 'D', 'E', 'F', 'G', 'H', 'I']"
https://tabelog.com/tokyo/A1305/A130501/13009261/,中国家庭料理 楊 2号店,"￥1,000～￥1,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/24862/24862181.jpg?token=609c42d&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/24862/24862182.jpg?token=1929f73&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278709.jpg?token=d643c1c&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278702.jpg?token=f50b52e&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278703.jpg?token=5c5cb41&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278704.jpg?token=d07688c&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278710.jpg?token=8cd433b&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278715.jpg?token=add2616&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278714.jpg?token=7fb4e87&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/17278/17278808.jpg?token=27cd576&api=v2,3.53,3.08,3.16,池袋,0,0,0,0,0,1,0,1,0,0,1,1,2000,"['b', 'c']","['F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13282787/,茶薫小籠包飯店 池袋パルコ店,"￥4,000～￥4,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/16b49bfa9d31a512a0982b814fb31ae4.jpg?token=464fe4c&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/201442/9ef40cf01c826bfcd64db53294efc7e5.jpg?token=8ccade0&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/6db9273361bb0a28ab7d1344ea360eb1.jpg?token=a1a77aa&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/3111d5493493b76b581be0e9a8126a5f.jpg?token=1b4a504&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/0d02714ca26644a8b4f94a47b965486b.jpg?token=b1f62c8&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/c4be12f39882bfbf54b5548ab5ea478c.jpg?token=d05d1eb&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/200868/fa3255f85f8adde3c5fd1a52714295ce.jpg?token=a3c265b&api=v2,3.81,3.49,3.6,池袋,0,0,0,0,0,1,0,1,0,1,0,0,0,['a'],"['F', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13097232/,ジョーズ シャンハイ ニューヨーク 池袋店,"￥5,000～￥5,999",https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/48090/48090791.jpg?token=005cf24&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/112834/112834324.jpg?token=1e9deed&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/112834/112834356.jpg?token=78bb111&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/42272/42272174.jpg?token=a1b8dec&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/42224/42224102.jpg?token=baa8fcc&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/112834/112834104.jpg?token=6da102d&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/42272/42272175.jpg?token=443abe2&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/42272/42272153.jpg?token=8a1dd50&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/42272/42272152.jpg?token=8f36b1f&api=v2 | https://tblg.k-img.com/resize/660x370c/restaurant/images/Rvw/48090/48090790.jpg?token=e08c2b3&api=v2,3.61,3.38,3.97,池袋,0,1,0,0,0,1,0,0,0,1,0,0,0,['a'],"['B', 'F']"
https://tabelog.com/tokyo/A1305/A130501/13180125/,滝野川 大勝軒,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/284031/150x150_square_3a2dabcc99fa01eb59f058ef749a3728.jpg | https://tblg.k-img.com/restaurant/images/Rvw/284031/150x150_square_3b5d06d59eb25b767baf04de951cf9fd.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_a3b89697891348ae8b3b82dc37a2198f.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_406e4739e7fe347612458ddc5b401d93.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_5c29168df1f01e6826d1490f8cbac096.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_00f175a1bdee854d3328e22b04362754.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_3c73f2659a99184992d632cc51273f18.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281449/150x150_square_37218af9a107ef121c728d0ee38d63ef.jpg | https://tblg.k-img.com/restaurant/images/Rvw/278351/150x150_square_04017e5fbb0ca4ccf760eb7592ab44f0.jpg,3.6,3.36,3.32,池袋,0,1,1,1,0,0,1,0,1,0,1,0,2000,['b'],"['B', 'C', 'D', 'G', 'I']"
https://tabelog.com/tokyo/A1305/A130501/13295121/,中華そば 麒麟,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/284197/150x150_square_50baaab0aa65be169d27440b158dfb85.jpg | https://tblg.k-img.com/restaurant/images/Rvw/284197/150x150_square_894a7977814ed5592c4b25168c992429.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281590/150x150_square_be9f5708f7e020e7d00ddb985827994f.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276763/150x150_square_dd2fd988a147bb614368bc77126a0f3e.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281590/150x150_square_eb57e3b0eec310aae72f8555d7beed27.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281371/150x150_square_dab83cfb9cbb2e7cc54a6a3e2dee5783.jpg | https://tblg.k-img.com/restaurant/images/Rvw/281371/150x150_square_70e544a84db07f28b295f6fea23ac691.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276763/150x150_square_f38010eb7df9fd928210c157f945c6ab.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276763/150x150_square_ffda4dfdc8496ab1f55f8c4286f627b8.jpg,3.54,3.35,3.5,池袋,0,0,0,0,0,1,1,1,0,0,0,0,2000,,"['F', 'G', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13046807/,南南 とくとくや,"￥4,000～￥4,999",https://tblg.k-img.com/restaurant/images/Rvw/201666/150x150_square_b80724e97f0b3a2715123bc8f9c34d01.jpg | https://tblg.k-img.com/restaurant/images/Rvw/201666/150x150_square_7aacbbb0e28e5c234e7140db98d2dca8.jpg | https://tblg.k-img.com/restaurant/images/Rvw/188979/150x150_square_cb4a8460f58d8a35944d97f6f6ba75cc.jpg | https://tblg.k-img.com/restaurant/images/Rvw/156772/150x150_square_156772265.jpg | https://tblg.k-img.com/restaurant/images/Rvw/23548/150x150_square_23548590.jpg | https://tblg.k-img.com/restaurant/images/Rvw/23548/150x150_square_23548589.jpg | https://tblg.k-img.com/restaurant/images/Rvw/188979/150x150_square_1f164fad56112a78bfb5ea536991aa26.jpg | https://tblg.k-img.com/restaurant/images/Rvw/178033/150x150_square_0194708219af4dad9c5dfc7f8c78b372.jpg | https://tblg.k-img.com/restaurant/images/Rvw/178033/150x150_square_6c6d8decab2326f79ad4873c07ded625.jpg,3.25,3.3,3.08,池袋,0,1,0,0,0,1,1,1,0,0,0,1,0,['c'],"['B', 'F', 'G', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13092129/,つけ麺専門店 三田製麺所 池袋西口店,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/276203/150x150_square_e823c0f1e0f25c3c3a229c9de96b2729.jpg | https://tblg.k-img.com/restaurant/images/Rvw/276203/150x150_square_9cf1195ac6917d9f8b9e623e2cb67df1.jpg | https://tblg.k-img.com/restaurant/images/Rvw/270552/150x150_square_e1b6e0f74f0f7fa88a0a03bca31850c3.jpg | https://tblg.k-img.com/restaurant/images/Rvw/267351/150x150_square_3d655ece64a80f2c51a1fab648326fb4.jpg | https://tblg.k-img.com/restaurant/images/Rvw/267351/150x150_square_5d27a633e99fec6efdf767df15c19455.jpg | https://tblg.k-img.com/restaurant/images/Rvw/267351/150x150_square_63cc38bda8edbe54e0d596246b87fd8a.jpg | https://tblg.k-img.com/restaurant/images/Rvw/267351/150x150_square_d170d86814e6ccf64ee7a827efbda7dc.jpg | https://tblg.k-img.com/restaurant/images/Rvw/262389/150x150_square_01eb782ef1f1682f9bdc164db7a9aa22.jpg | https://tblg.k-img.com/restaurant/images/Rvw/258023/150x150_square_11e8a5e16099f10d097efcd525932a3e.jpg,3.31,3.02,3.02,池袋,0,0,0,1,0,1,1,0,0,1,1,1,2000,"['a', 'b', 'c']","['D', 'F', 'G']"
https://tabelog.com/tokyo/A1305/A130501/13122031/,池袋壬生,～￥999,https://tblg.k-img.com/restaurant/images/Rvw/281313/150x150_square_0f0f9e1c3834177f140e888fd69291dc.jpg | https://tblg.k-img.com/restaurant/images/Rvw/278640/150x150_square_6a054864d221c3a21b70d77c4d5d07d1.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273971/150x150_square_3487ab3acbf19f626b63d0727be1bf4b.jpg | https://tblg.k-img.com/restaurant/images/Rvw/164304/150x150_square_b97c960c8537dabcc4a522793cb42135.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273971/150x150_square_aed6cc12bf1471ac8c9080282b9fcc27.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273973/150x150_square_fa08780f2859cc1c612ca8803e39ac46.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273973/150x150_square_4a3663950694aa154e79159db363e10a.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273973/150x150_square_9d57e58afbbcde9aa588fa8ecf0d58b9.jpg | https://tblg.k-img.com/restaurant/images/Rvw/273973/150x150_square_a8cd3c6122868813cf07ee135e73e4b9.jpg,3.47,3.07,2.99,池袋,0,0,0,1,0,0,1,1,0,1,0,0,1000,['a'],"['D', 'G', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13157738/,旭川味噌ラーメン ばんから 池袋西口,～￥999,https://tblg.k-img.com/restaurant/images/Rvw/278233/150x150_square_0e30767589903f7595585cad1d0179bb.jpg | https://tblg.k-img.com/restaurant/images/Rvw/277537/150x150_square_ff17959efd42e06ca54c3ba622d7595b.jpg | https://tblg.k-img.com/restaurant/images/Rvw/277537/150x150_square_e8c37ad1d697ad06ce925a1f08b24692.jpg | https://tblg.k-img.com/restaurant/images/Rvw/50981/150x150_square_50981580.jpg | https://tblg.k-img.com/restaurant/images/Rvw/50981/150x150_square_50981578.jpg | https://tblg.k-img.com/restaurant/images/Rvw/50981/150x150_square_50981576.jpg | https://tblg.k-img.com/restaurant/images/Rvw/272563/150x150_square_77993586d9a2775941e8e8a976ceba14.jpg | https://tblg.k-img.com/restaurant/images/Rvw/272563/150x150_square_627170301e87c9c2f50a33b479d1799c.jpg | https://tblg.k-img.com/restaurant/images/Rvw/261976/150x150_square_757470c2db0dfffc7489146dbac9fa8d.jpg,3.3,3.16,3.18,池袋,0,1,0,0,1,1,1,1,0,0,1,1,1000,"['b', 'c']","['B', 'E', 'F', 'G', 'H']"
https://tabelog.com/tokyo/A1305/A130501/13078589/,春日亭,"￥1,000～￥1,999",https://tblg.k-img.com/restaurant/images/Rvw/269067/150x150_square_2d0a695bb470d3bd250019ae692fd05c.jpg | https://tblg.k-img.com/restaurant/images/Rvw/269067/150x150_square_e53b6e846e644309fe35f0e0f51d2b7b.jpg | https://tblg.k-img.com/restaurant/images/Rvw/250932/150x150_square_3a194fab03bd76656a7535d16954d203.jpg | https://tblg.k-img.com/restaurant/images/Rvw/250932/150x150_square_92f91f65305f6646e262a0631df93494.jpg | https://tblg.k-img.com/restaurant/images/Rvw/250932/150x150_square_f84f327c920032d20b32152791235307.jpg | https://tblg.k-img.com/restaurant/images/Rvw/250932/150x150_square_dc0d4f204ae178c5214896ea3c9f46e0.jpg | https://tblg.k-img.com/restaurant/images/Rvw/250201/150x150_square_6e2fa33752c7d7d9e891afb47819c46d.jpg | https://tblg.k-img.com/restaurant/images/Rvw/224133/150x150_square_7e93a88fa2a26771c82af341219ffffb.jpg | https://tblg.k-img.com/restaurant/images/Rvw/207379/150x150_square_1ffcffc1406a4e32e127423db962af31.jpg,3.47,3.17,3.09,池袋,1,0,0,0,0,0,1,1,0,0,1,0,2000,['b'],"['A', 'G', 'H']"
